customer,months,year,Gross_sales_Amount
"Atliq Exclusive",November,2018,253.10
"Atliq Exclusive",November,2018,273.91
"Atliq Exclusive",November,2018,311.98
"Atliq Exclusive",November,2018,225.21
"Atliq Exclusive",November,2018,210.92
"Atliq Exclusive",November,2018,228.26
"Atliq Exclusive",November,2018,259.99
"Atliq Exclusive",November,2018,315.29
"Atliq Exclusive",November,2018,295.29
"Atliq Exclusive",November,2018,319.56
"Atliq Exclusive",November,2018,363.98
"Atliq Exclusive",November,2018,394.98
"Atliq Exclusive",November,2018,369.92
"Atliq Exclusive",November,2018,400.33
"Atliq Exclusive",November,2018,455.98
"Atliq Exclusive",November,2018,34.65
"Atliq Exclusive",November,2018,32.45
"Atliq Exclusive",November,2018,35.12
"Atliq Exclusive",November,2018,40.00
"Atliq Exclusive",November,2018,983.97
"Atliq Exclusive",November,2018,921.55
"Atliq Exclusive",November,2018,997.32
"Atliq Exclusive",November,2018,1135.94
"Atliq Exclusive",November,2018,384.58
"Atliq Exclusive",November,2018,360.18
"Atliq Exclusive",November,2018,389.80
"Atliq Exclusive",November,2018,443.98
"Atliq Exclusive",November,2018,2851.45
"Atliq Exclusive",November,2018,2670.55
"Atliq Exclusive",November,2018,2890.13
"Atliq Exclusive",November,2018,3291.84
"Atliq Exclusive",November,2018,1386.94
"Atliq Exclusive",November,2018,1325.60
"Atliq Exclusive",November,2018,1490.71
"Atliq Exclusive",November,2018,1567.21
"Atliq Exclusive",November,2018,1605.54
"Atliq Exclusive",November,2018,1511.20
"Atliq Exclusive",November,2018,1444.36
"Atliq Exclusive",November,2018,1624.27
"Atliq Exclusive",November,2018,1707.62
"Atliq Exclusive",November,2018,1749.39
"Atliq Exclusive",November,2018,1178.50
"Atliq Exclusive",November,2018,1126.37
"Atliq Exclusive",November,2018,1266.67
"Atliq Exclusive",November,2018,1331.67
"Atliq Exclusive",November,2018,1364.25
"Atliq Exclusive",November,2018,448.95
"Atliq Exclusive",November,2018,429.09
"Atliq Exclusive",November,2018,482.54
"Atliq Exclusive",November,2018,507.30
"Atliq Exclusive",November,2018,519.71
"Atliq Exclusive",November,2018,316.67
"Atliq Exclusive",November,2018,302.66
"Atliq Exclusive",November,2018,340.36
"Atliq Exclusive",November,2018,357.83
"Atliq Exclusive",November,2018,366.58
"Atliq Exclusive",November,2018,280.60
"Atliq Exclusive",November,2018,268.18
"Atliq Exclusive",November,2018,301.59
"Atliq Exclusive",November,2018,317.07
"Atliq Exclusive",November,2018,324.82
"Atliq Exclusive",November,2018,260.55
"Atliq Exclusive",November,2018,249.03
"Atliq Exclusive",November,2018,280.05
"Atliq Exclusive",November,2018,294.42
"Atliq Exclusive",November,2018,301.62
"Atliq Exclusive",November,2018,132.28
"Atliq Exclusive",November,2018,126.43
"Atliq Exclusive",November,2018,142.18
"Atliq Exclusive",November,2018,149.47
"Atliq Exclusive",November,2018,153.13
"Atliq Exclusive",November,2018,1655.51
"Atliq Exclusive",November,2018,1582.29
"Atliq Exclusive",November,2018,1779.37
"Atliq Exclusive",November,2018,1870.68
"Atliq Exclusive",November,2018,1916.44
"Atliq Exclusive",November,2018,921.96
"Atliq Exclusive",November,2018,881.18
"Atliq Exclusive",November,2018,990.93
"Atliq Exclusive",November,2018,1041.79
"Atliq Exclusive",November,2018,1067.27
"Atliq Exclusive",November,2018,2417.13
"Atliq Exclusive",November,2018,2310.21
"Atliq Exclusive",November,2018,2597.97
"Atliq Exclusive",November,2018,2731.29
"Atliq Exclusive",November,2018,2798.10
"Atliq Exclusive",November,2018,3406.64
"Atliq Exclusive",November,2018,3141.41
"Atliq Exclusive",November,2018,3685.24
"Atliq Exclusive",November,2018,4016.54
"Atliq Exclusive",November,2018,4120.10
"Atliq Exclusive",November,2018,684.75
"Atliq Exclusive",November,2018,631.44
"Atliq Exclusive",November,2018,740.75
"Atliq Exclusive",November,2018,807.34
"Atliq Exclusive",November,2018,828.16
"Atliq Exclusive",November,2018,980.05
"Atliq Exclusive",November,2018,903.75
"Atliq Exclusive",November,2018,1060.20
"Atliq Exclusive",November,2018,1155.51
"Atliq Exclusive",November,2018,1185.30
"Atliq Exclusive",November,2018,671.91
"Atliq Exclusive",November,2018,619.60
"Atliq Exclusive",November,2018,726.86
"Atliq Exclusive",November,2018,792.21
"Atliq Exclusive",November,2018,812.63
"Atliq Exclusive",November,2018,162.63
"Atliq Exclusive",November,2018,149.97
"Atliq Exclusive",November,2018,175.93
"Atliq Exclusive",November,2018,191.74
"Atliq Exclusive",November,2018,196.69
"Atliq Exclusive",November,2018,693.31
"Atliq Exclusive",November,2018,639.33
"Atliq Exclusive",November,2018,750.01
"Atliq Exclusive",November,2018,817.44
"Atliq Exclusive",November,2018,838.51
"Atliq Exclusive",November,2018,573.48
"Atliq Exclusive",November,2018,528.83
"Atliq Exclusive",November,2018,620.38
"Atliq Exclusive",November,2018,676.15
"Atliq Exclusive",November,2018,693.58
"Atliq Exclusive",November,2018,77.03
"Atliq Exclusive",November,2018,71.04
"Atliq Exclusive",November,2018,83.33
"Atliq Exclusive",November,2018,90.83
"Atliq Exclusive",November,2018,93.17
"Atliq Exclusive",November,2018,1617.73
"Atliq Exclusive",November,2018,1491.78
"Atliq Exclusive",November,2018,1750.03
"Atliq Exclusive",November,2018,1907.35
"Atliq Exclusive",November,2018,1956.53
"Atliq Exclusive",November,2018,1095.60
"Atliq Exclusive",November,2018,1010.30
"Atliq Exclusive",November,2018,1185.20
"Atliq Exclusive",November,2018,1291.75
"Atliq Exclusive",November,2018,1325.06
"Atliq Exclusive",November,2018,1181.20
"Atliq Exclusive",November,2018,1089.23
"Atliq Exclusive",November,2018,1277.80
"Atliq Exclusive",November,2018,1392.67
"Atliq Exclusive",November,2018,1428.58
"Atliq Exclusive",November,2018,2819.51
"Atliq Exclusive",November,2018,2518.81
"Atliq Exclusive",November,2018,2999.62
"Atliq Exclusive",November,2018,2908.05
"Atliq Exclusive",November,2018,3163.49
"Atliq Exclusive",November,2018,1246.04
"Atliq Exclusive",November,2018,1113.15
"Atliq Exclusive",November,2018,1325.64
"Atliq Exclusive",November,2018,1285.17
"Atliq Exclusive",November,2018,1398.06
"Atliq Exclusive",November,2018,791.28
"Atliq Exclusive",November,2018,706.89
"Atliq Exclusive",November,2018,841.83
"Atliq Exclusive",November,2018,816.13
"Atliq Exclusive",November,2018,887.82
"Atliq Exclusive",November,2018,422.93
"Atliq Exclusive",November,2018,377.82
"Atliq Exclusive",November,2018,449.94
"Atliq Exclusive",November,2018,436.21
"Atliq Exclusive",November,2018,474.52
"Atliq Exclusive",November,2018,72.76
"Atliq Exclusive",November,2018,65.00
"Atliq Exclusive",November,2018,77.41
"Atliq Exclusive",November,2018,75.05
"Atliq Exclusive",November,2018,81.64
"Atliq Exclusive",November,2018,341.07
"Atliq Exclusive",November,2018,304.70
"Atliq Exclusive",November,2018,362.86
"Atliq Exclusive",November,2018,351.78
"Atliq Exclusive",November,2018,382.68
"Atliq Exclusive",November,2018,191.00
"Atliq Exclusive",November,2018,170.63
"Atliq Exclusive",November,2018,203.20
"Atliq Exclusive",November,2018,197.00
"Atliq Exclusive",November,2018,214.30
"Atliq Exclusive",November,2018,109.14
"Atliq Exclusive",November,2018,97.50
"Atliq Exclusive",November,2018,116.11
"Atliq Exclusive",November,2018,112.57
"Atliq Exclusive",November,2018,122.46
"Atliq Exclusive",November,2018,477.50
"Atliq Exclusive",November,2018,426.57
"Atliq Exclusive",November,2018,508.00
"Atliq Exclusive",November,2018,492.49
"Atliq Exclusive",November,2018,535.75
"Atliq Exclusive",November,2018,1086.88
"Atliq Exclusive",November,2018,970.96
"Atliq Exclusive",November,2018,1156.31
"Atliq Exclusive",November,2018,1121.01
"Atliq Exclusive",November,2018,1219.47
"Atliq Exclusive",November,2018,2151.01
"Atliq Exclusive",November,2018,1921.61
"Atliq Exclusive",November,2018,2288.42
"Atliq Exclusive",November,2018,2218.56
"Atliq Exclusive",November,2018,2413.44
"Atliq Exclusive",November,2018,589.19
"Atliq Exclusive",November,2018,498.97
"Atliq Exclusive",November,2018,589.96
"Atliq Exclusive",November,2018,588.47
"Atliq Exclusive",November,2018,589.72
"Atliq Exclusive",November,2018,1241.50
"Atliq Exclusive",November,2018,1051.40
"Atliq Exclusive",November,2018,1243.13
"Atliq Exclusive",November,2018,1239.99
"Atliq Exclusive",November,2018,1242.63
"Atliq Exclusive",November,2018,1173.11
"Atliq Exclusive",November,2018,993.49
"Atliq Exclusive",November,2018,1174.65
"Atliq Exclusive",November,2018,1171.69
"Atliq Exclusive",November,2018,1174.18
"Atliq Exclusive",November,2018,1741.26
"Atliq Exclusive",November,2018,1474.64
"Atliq Exclusive",November,2018,1743.54
"Atliq Exclusive",November,2018,1739.14
"Atliq Exclusive",November,2018,1742.85
"Atliq Exclusive",November,2018,220.95
"Atliq Exclusive",November,2018,187.11
"Atliq Exclusive",November,2018,221.24
"Atliq Exclusive",November,2018,220.68
"Atliq Exclusive",November,2018,221.15
"Atliq Exclusive",November,2018,636.53
"Atliq Exclusive",November,2018,539.07
"Atliq Exclusive",November,2018,637.37
"Atliq Exclusive",November,2018,635.76
"Atliq Exclusive",November,2018,637.11
"Atliq Exclusive",November,2018,873.26
"Atliq Exclusive",November,2018,739.55
"Atliq Exclusive",November,2018,874.41
"Atliq Exclusive",November,2018,872.20
"Atliq Exclusive",November,2018,874.06
"Atliq Exclusive",November,2018,220.95
"Atliq Exclusive",November,2018,187.11
"Atliq Exclusive",November,2018,221.24
"Atliq Exclusive",November,2018,220.68
"Atliq Exclusive",November,2018,221.15
"Atliq Exclusive",November,2018,1778.08
"Atliq Exclusive",November,2018,1505.82
"Atliq Exclusive",November,2018,1780.42
"Atliq Exclusive",November,2018,1775.92
"Atliq Exclusive",November,2018,1779.71
"Atliq Exclusive",November,2018,810.13
"Atliq Exclusive",November,2018,686.09
"Atliq Exclusive",November,2018,811.20
"Atliq Exclusive",November,2018,809.15
"Atliq Exclusive",November,2018,810.87
"Atliq Exclusive",November,2018,1241.50
"Atliq Exclusive",November,2018,1051.40
"Atliq Exclusive",November,2018,1243.13
"Atliq Exclusive",November,2018,1239.99
"Atliq Exclusive",November,2018,1242.63
"Atliq Exclusive",November,2018,957.93
"Atliq Exclusive",November,2018,1009.83
"Atliq Exclusive",November,2018,1103.96
"Atliq Exclusive",November,2018,1136.60
"Atliq Exclusive",November,2018,1237.91
"Atliq Exclusive",November,2018,1187.10
"Atliq Exclusive",November,2018,1251.41
"Atliq Exclusive",November,2018,1368.06
"Atliq Exclusive",November,2018,1408.52
"Atliq Exclusive",November,2018,1534.06
"Atliq Exclusive",November,2018,531.67
"Atliq Exclusive",November,2018,560.48
"Atliq Exclusive",November,2018,612.72
"Atliq Exclusive",November,2018,630.84
"Atliq Exclusive",November,2018,687.07
"Atliq Exclusive",November,2018,1132.10
"Atliq Exclusive",November,2018,1193.43
"Atliq Exclusive",November,2018,1304.68
"Atliq Exclusive",November,2018,1343.26
"Atliq Exclusive",November,2018,1462.98
"Atliq Exclusive",November,2018,100.83
"Atliq Exclusive",November,2018,106.30
"Atliq Exclusive",November,2018,116.21
"Atliq Exclusive",November,2018,119.64
"Atliq Exclusive",November,2018,130.31
"Atliq Exclusive",November,2018,632.51
"Atliq Exclusive",November,2018,666.77
"Atliq Exclusive",November,2018,728.93
"Atliq Exclusive",November,2018,750.49
"Atliq Exclusive",November,2018,817.37
"Atliq Exclusive",November,2018,517.92
"Atliq Exclusive",November,2018,545.98
"Atliq Exclusive",November,2018,596.88
"Atliq Exclusive",November,2018,614.53
"Atliq Exclusive",November,2018,669.30
"Atliq Exclusive",November,2018,114.59
"Atliq Exclusive",November,2018,120.79
"Atliq Exclusive",November,2018,132.05
"Atliq Exclusive",November,2018,135.96
"Atliq Exclusive",November,2018,148.08
"Atliq Exclusive",November,2018,847.93
"Atliq Exclusive",November,2018,893.86
"Atliq Exclusive",November,2018,977.19
"Atliq Exclusive",November,2018,1006.09
"Atliq Exclusive",November,2018,1095.76
"Atliq Exclusive",November,2018,458.34
"Atliq Exclusive",November,2018,483.17
"Atliq Exclusive",November,2018,528.21
"Atliq Exclusive",November,2018,543.83
"Atliq Exclusive",November,2018,592.30
"Atliq Exclusive",November,2018,4239.65
"Atliq Exclusive",November,2018,4469.32
"Atliq Exclusive",November,2018,4885.94
"Atliq Exclusive",November,2018,5030.43
"Atliq Exclusive",November,2018,5478.78
"Atliq Exclusive",November,2018,4404.32
"Atliq Exclusive",November,2018,4364.72
"Atliq Exclusive",November,2018,4698.80
"Atliq Exclusive",November,2018,5124.32
"Atliq Exclusive",November,2018,4865.60
"Atliq Exclusive",November,2018,2207.67
"Atliq Exclusive",November,2018,2187.82
"Atliq Exclusive",November,2018,2355.27
"Atliq Exclusive",November,2018,2568.57
"Atliq Exclusive",November,2018,2438.88
"Atliq Exclusive",November,2018,616.60
"Atliq Exclusive",November,2018,611.06
"Atliq Exclusive",November,2018,657.83
"Atliq Exclusive",November,2018,717.40
"Atliq Exclusive",November,2018,681.18
"Atliq Exclusive",November,2018,957.94
"Atliq Exclusive",November,2018,949.33
"Atliq Exclusive",November,2018,1021.99
"Atliq Exclusive",November,2018,1114.54
"Atliq Exclusive",November,2018,1058.27
"Atliq Exclusive",November,2018,71.57
"Atliq Exclusive",November,2018,70.93
"Atliq Exclusive",November,2018,76.36
"Atliq Exclusive",November,2018,83.27
"Atliq Exclusive",November,2018,79.07
"Atliq Exclusive",November,2018,1233.21
"Atliq Exclusive",November,2018,1222.12
"Atliq Exclusive",November,2018,1315.66
"Atliq Exclusive",November,2018,1434.81
"Atliq Exclusive",November,2018,1362.37
"Atliq Exclusive",November,2018,880.86
"Atliq Exclusive",November,2018,872.94
"Atliq Exclusive",November,2018,939.76
"Atliq Exclusive",November,2018,1024.86
"Atliq Exclusive",November,2018,973.12
"Atliq Exclusive",November,2018,231.23
"Atliq Exclusive",November,2018,229.15
"Atliq Exclusive",November,2018,246.69
"Atliq Exclusive",November,2018,269.03
"Atliq Exclusive",November,2018,255.44
"Atliq Exclusive",November,2018,2829.78
"Atliq Exclusive",November,2018,2804.33
"Atliq Exclusive",November,2018,3018.98
"Atliq Exclusive",November,2018,3292.38
"Atliq Exclusive",November,2018,3126.15
"Atliq Exclusive",November,2018,1442.41
"Atliq Exclusive",November,2018,1429.45
"Atliq Exclusive",November,2018,1538.86
"Atliq Exclusive",November,2018,1678.21
"Atliq Exclusive",November,2018,1593.48
"Atliq Exclusive",November,2018,2361.82
"Atliq Exclusive",November,2018,2340.58
"Atliq Exclusive",November,2018,2519.73
"Atliq Exclusive",November,2018,2747.92
"Atliq Exclusive",November,2018,2609.18
"Atliq Exclusive",November,2018,6972.52
"Atliq Exclusive",November,2018,6222.54
"Atliq Exclusive",November,2018,7020.54
"Atliq Exclusive",November,2018,6891.62
"Atliq Exclusive",November,2018,7469.36
"Atliq Exclusive",November,2018,1593.33
"Atliq Exclusive",November,2018,1421.95
"Atliq Exclusive",November,2018,1604.30
"Atliq Exclusive",November,2018,1574.84
"Atliq Exclusive",November,2018,1706.87
"Atliq Exclusive",November,2018,1300.54
"Atliq Exclusive",November,2018,1160.65
"Atliq Exclusive",November,2018,1309.50
"Atliq Exclusive",November,2018,1285.45
"Atliq Exclusive",November,2018,1393.21
"Atliq Exclusive",November,2018,279.17
"Atliq Exclusive",November,2018,249.14
"Atliq Exclusive",November,2018,281.10
"Atliq Exclusive",November,2018,275.93
"Atliq Exclusive",November,2018,299.07
"Atliq Exclusive",November,2018,204.27
"Atliq Exclusive",November,2018,182.30
"Atliq Exclusive",November,2018,205.68
"Atliq Exclusive",November,2018,201.90
"Atliq Exclusive",November,2018,218.83
"Atliq Exclusive",November,2018,1654.61
"Atliq Exclusive",November,2018,1476.64
"Atliq Exclusive",November,2018,1666.01
"Atliq Exclusive",November,2018,1635.41
"Atliq Exclusive",November,2018,1772.51
"Atliq Exclusive",November,2018,136.18
"Atliq Exclusive",November,2018,121.53
"Atliq Exclusive",November,2018,137.12
"Atliq Exclusive",November,2018,134.60
"Atliq Exclusive",November,2018,145.89
"Atliq Exclusive",November,2018,204.27
"Atliq Exclusive",November,2018,182.30
"Atliq Exclusive",November,2018,205.68
"Atliq Exclusive",November,2018,201.90
"Atliq Exclusive",November,2018,218.83
"Atliq Exclusive",November,2018,1225.64
"Atliq Exclusive",November,2018,1093.81
"Atliq Exclusive",November,2018,1234.08
"Atliq Exclusive",November,2018,1211.42
"Atliq Exclusive",November,2018,1312.97
"Atliq Exclusive",November,2018,1695.47
"Atliq Exclusive",November,2018,1513.10
"Atliq Exclusive",November,2018,1707.14
"Atliq Exclusive",November,2018,1675.79
"Atliq Exclusive",November,2018,1816.28
"Atliq Exclusive",November,2018,2049.54
"Atliq Exclusive",November,2018,1829.09
"Atliq Exclusive",November,2018,2063.66
"Atliq Exclusive",November,2018,2025.76
"Atliq Exclusive",November,2018,2195.58
"Atliq Exclusive",November,2018,7244.63
"Atliq Exclusive",November,2018,7664.97
"Atliq Exclusive",November,2018,7580.53
"Atliq Exclusive",November,2018,8201.40
"Atliq Exclusive",November,2018,1679.41
"Atliq Exclusive",November,2018,1776.85
"Atliq Exclusive",November,2018,1757.27
"Atliq Exclusive",November,2018,1901.20
"Atliq Exclusive",November,2018,1545.90
"Atliq Exclusive",November,2018,1635.59
"Atliq Exclusive",November,2018,1617.57
"Atliq Exclusive",November,2018,1750.06
"Atliq Exclusive",November,2018,1180.50
"Atliq Exclusive",November,2018,1249.00
"Atliq Exclusive",November,2018,1235.24
"Atliq Exclusive",November,2018,1336.41
"Atliq Exclusive",November,2018,63.24
"Atliq Exclusive",November,2018,66.91
"Atliq Exclusive",November,2018,66.17
"Atliq Exclusive",November,2018,71.59
"Atliq Exclusive",November,2018,1770.75
"Atliq Exclusive",November,2018,1873.49
"Atliq Exclusive",November,2018,1852.86
"Atliq Exclusive",November,2018,2004.61
"Atliq Exclusive",November,2018,1152.40
"Atliq Exclusive",November,2018,1219.26
"Atliq Exclusive",November,2018,1205.83
"Atliq Exclusive",November,2018,1304.59
"Atliq Exclusive",November,2018,98.38
"Atliq Exclusive",November,2018,104.08
"Atliq Exclusive",November,2018,102.94
"Atliq Exclusive",November,2018,111.37
"Atliq Exclusive",November,2018,4279.32
"Atliq Exclusive",November,2018,4527.61
"Atliq Exclusive",November,2018,4477.73
"Atliq Exclusive",November,2018,4844.47
"Atliq Exclusive",November,2018,829.16
"Atliq Exclusive",November,2018,877.27
"Atliq Exclusive",November,2018,867.61
"Atliq Exclusive",November,2018,938.67
"Atliq Exclusive",November,2018,2417.22
"Atliq Exclusive",November,2018,2557.47
"Atliq Exclusive",November,2018,2529.29
"Atliq Exclusive",November,2018,2736.45
"Atliq Exclusive",November,2018,3168.19
"Atliq Exclusive",November,2018,3474.02
"Atliq Exclusive",November,2018,4022.58
"Atliq Exclusive",November,2018,4347.71
"Atliq Exclusive",November,2018,2269.28
"Atliq Exclusive",November,2018,2488.34
"Atliq Exclusive",November,2018,2881.25
"Atliq Exclusive",November,2018,3114.13
"Atliq Exclusive",November,2018,1100.07
"Atliq Exclusive",November,2018,1206.26
"Atliq Exclusive",November,2018,1396.73
"Atliq Exclusive",November,2018,1509.62
"Atliq Exclusive",November,2018,628.61
"Atliq Exclusive",November,2018,689.29
"Atliq Exclusive",November,2018,798.13
"Atliq Exclusive",November,2018,862.64
"Atliq Exclusive",November,2018,207.44
"Atliq Exclusive",November,2018,227.47
"Atliq Exclusive",November,2018,263.38
"Atliq Exclusive",November,2018,284.67
"Atliq Exclusive",November,2018,1056.06
"Atliq Exclusive",November,2018,1158.01
"Atliq Exclusive",November,2018,1340.86
"Atliq Exclusive",November,2018,1449.24
"Atliq Exclusive",November,2018,968.06
"Atliq Exclusive",November,2018,1061.51
"Atliq Exclusive",November,2018,1229.12
"Atliq Exclusive",November,2018,1328.47
"Atliq Exclusive",November,2018,270.30
"Atliq Exclusive",November,2018,296.39
"Atliq Exclusive",November,2018,343.20
"Atliq Exclusive",November,2018,370.94
"Atliq Exclusive",November,2018,1936.12
"Atliq Exclusive",November,2018,2123.01
"Atliq Exclusive",November,2018,2458.24
"Atliq Exclusive",November,2018,2656.93
"Atliq Exclusive",November,2018,754.33
"Atliq Exclusive",November,2018,827.15
"Atliq Exclusive",November,2018,957.76
"Atliq Exclusive",November,2018,1035.17
"Atliq Exclusive",November,2018,741.76
"Atliq Exclusive",November,2018,813.36
"Atliq Exclusive",November,2018,941.79
"Atliq Exclusive",November,2018,1017.92
"Atliq Exclusive",November,2018,7288.11
"Atliq Exclusive",November,2018,8009.04
"Atliq Exclusive",November,2018,8194.51
"Atliq Exclusive",November,2018,8073.95
"Atliq Exclusive",November,2018,2116.14
"Atliq Exclusive",November,2018,2325.47
"Atliq Exclusive",November,2018,2379.32
"Atliq Exclusive",November,2018,2344.31
"Atliq Exclusive",November,2018,1405.83
"Atliq Exclusive",November,2018,1544.89
"Atliq Exclusive",November,2018,1580.67
"Atliq Exclusive",November,2018,1557.41
"Atliq Exclusive",November,2018,1694.39
"Atliq Exclusive",November,2018,1862.00
"Atliq Exclusive",November,2018,1905.12
"Atliq Exclusive",November,2018,1877.09
"Atliq Exclusive",November,2018,140.58
"Atliq Exclusive",November,2018,154.49
"Atliq Exclusive",November,2018,158.07
"Atliq Exclusive",November,2018,155.74
"Atliq Exclusive",November,2018,1428.03
"Atliq Exclusive",November,2018,1569.28
"Atliq Exclusive",November,2018,1605.62
"Atliq Exclusive",November,2018,1582.00
"Atliq Exclusive",November,2018,665.92
"Atliq Exclusive",November,2018,731.79
"Atliq Exclusive",November,2018,748.74
"Atliq Exclusive",November,2018,737.72
"Atliq Exclusive",November,2018,310.76
"Atliq Exclusive",November,2018,341.50
"Atliq Exclusive",November,2018,349.41
"Atliq Exclusive",November,2018,344.27
"Atliq Exclusive",November,2018,3588.56
"Atliq Exclusive",November,2018,3943.54
"Atliq Exclusive",November,2018,4034.86
"Atliq Exclusive",November,2018,3975.50
"Atliq Exclusive",November,2018,525.34
"Atliq Exclusive",November,2018,577.30
"Atliq Exclusive",November,2018,590.67
"Atliq Exclusive",November,2018,581.98
"Atliq Exclusive",November,2018,2611.88
"Atliq Exclusive",November,2018,2870.24
"Atliq Exclusive",November,2018,2936.71
"Atliq Exclusive",November,2018,2893.51
"Atliq Exclusive",November,2018,1761.65
"Atliq Exclusive",November,2018,2116.95
"Atliq Exclusive",November,2018,2157.08
"Atliq Exclusive",November,2018,2280.12
"Atliq Exclusive",November,2018,1128.89
"Atliq Exclusive",November,2018,1356.57
"Atliq Exclusive",November,2018,1382.29
"Atliq Exclusive",November,2018,1461.14
"Atliq Exclusive",November,2018,1704.12
"Atliq Exclusive",November,2018,2047.82
"Atliq Exclusive",November,2018,2086.64
"Atliq Exclusive",November,2018,2205.66
"Atliq Exclusive",November,2018,690.28
"Atliq Exclusive",November,2018,829.50
"Atliq Exclusive",November,2018,845.22
"Atliq Exclusive",November,2018,893.43
"Atliq Exclusive",November,2018,359.52
"Atliq Exclusive",November,2018,432.03
"Atliq Exclusive",November,2018,440.22
"Atliq Exclusive",November,2018,465.33
"Atliq Exclusive",November,2018,460.19
"Atliq Exclusive",November,2018,553.00
"Atliq Exclusive",November,2018,563.48
"Atliq Exclusive",November,2018,595.62
"Atliq Exclusive",November,2018,726.23
"Atliq Exclusive",November,2018,872.70
"Atliq Exclusive",November,2018,889.24
"Atliq Exclusive",November,2018,939.97
"Atliq Exclusive",November,2018,215.71
"Atliq Exclusive",November,2018,259.22
"Atliq Exclusive",November,2018,264.13
"Atliq Exclusive",November,2018,279.20
"Atliq Exclusive",November,2018,2480.69
"Atliq Exclusive",November,2018,2981.01
"Atliq Exclusive",November,2018,3037.52
"Atliq Exclusive",November,2018,3210.78
"Atliq Exclusive",November,2018,913.18
"Atliq Exclusive",November,2018,1097.36
"Atliq Exclusive",November,2018,1118.16
"Atliq Exclusive",November,2018,1181.94
"Atliq Exclusive",November,2018,2444.74
"Atliq Exclusive",November,2018,2937.80
"Atliq Exclusive",November,2018,2993.50
"Atliq Exclusive",November,2018,3164.24
"Atliq Exclusive",November,2018,3646.42
"Atliq Exclusive",November,2018,4080.79
"Atliq Exclusive",November,2018,4638.89
"Atliq Exclusive",November,2018,4620.37
"Atliq Exclusive",November,2018,1321.47
"Atliq Exclusive",November,2018,1478.89
"Atliq Exclusive",November,2018,1681.15
"Atliq Exclusive",November,2018,1674.44
"Atliq Exclusive",November,2018,1455.74
"Atliq Exclusive",November,2018,1629.15
"Atliq Exclusive",November,2018,1851.96
"Atliq Exclusive",November,2018,1844.57
"Atliq Exclusive",November,2018,1893.88
"Atliq Exclusive",November,2018,2119.48
"Atliq Exclusive",November,2018,2409.35
"Atliq Exclusive",November,2018,2399.73
"Atliq Exclusive",November,2018,148.40
"Atliq Exclusive",November,2018,166.08
"Atliq Exclusive",November,2018,188.79
"Atliq Exclusive",November,2018,188.04
"Atliq Exclusive",November,2018,1632.41
"Atliq Exclusive",November,2018,1826.86
"Atliq Exclusive",November,2018,2076.71
"Atliq Exclusive",November,2018,2068.42
"Atliq Exclusive",November,2018,1095.34
"Atliq Exclusive",November,2018,1225.82
"Atliq Exclusive",November,2018,1393.47
"Atliq Exclusive",November,2018,1387.90
"Atliq Exclusive",November,2018,190.80
"Atliq Exclusive",November,2018,213.53
"Atliq Exclusive",November,2018,242.73
"Atliq Exclusive",November,2018,241.76
"Atliq Exclusive",November,2018,3568.68
"Atliq Exclusive",November,2018,3993.79
"Atliq Exclusive",November,2018,4540.00
"Atliq Exclusive",November,2018,4521.87
"Atliq Exclusive",November,2018,812.67
"Atliq Exclusive",November,2018,909.48
"Atliq Exclusive",November,2018,1033.86
"Atliq Exclusive",November,2018,1029.73
"Atliq Exclusive",November,2018,3490.95
"Atliq Exclusive",November,2018,3906.80
"Atliq Exclusive",November,2018,4441.11
"Atliq Exclusive",November,2018,4423.37
"Atliq Exclusive",November,2018,5809.52
"Atliq Exclusive",November,2018,6460.01
"Atliq Exclusive",November,2018,6606.58
"Atliq Exclusive",November,2018,7084.97
"Atliq Exclusive",November,2018,561.95
"Atliq Exclusive",November,2018,624.87
"Atliq Exclusive",November,2018,639.04
"Atliq Exclusive",November,2018,685.32
"Atliq Exclusive",November,2018,809.86
"Atliq Exclusive",November,2018,900.54
"Atliq Exclusive",November,2018,920.97
"Atliq Exclusive",November,2018,987.66
"Atliq Exclusive",November,2018,1826.32
"Atliq Exclusive",November,2018,2030.81
"Atliq Exclusive",November,2018,2076.89
"Atliq Exclusive",November,2018,2227.28
"Atliq Exclusive",November,2018,190.07
"Atliq Exclusive",November,2018,211.35
"Atliq Exclusive",November,2018,216.15
"Atliq Exclusive",November,2018,231.80
"Atliq Exclusive",November,2018,710.70
"Atliq Exclusive",November,2018,790.27
"Atliq Exclusive",November,2018,808.20
"Atliq Exclusive",November,2018,866.73
"Atliq Exclusive",November,2018,223.13
"Atliq Exclusive",November,2018,248.11
"Atliq Exclusive",November,2018,253.74
"Atliq Exclusive",November,2018,272.11
"Atliq Exclusive",November,2018,165.28
"Atliq Exclusive",November,2018,183.78
"Atliq Exclusive",November,2018,187.95
"Atliq Exclusive",November,2018,201.56
"Atliq Exclusive",November,2018,1280.90
"Atliq Exclusive",November,2018,1424.33
"Atliq Exclusive",November,2018,1456.64
"Atliq Exclusive",November,2018,1562.12
"Atliq Exclusive",November,2018,1735.42
"Atliq Exclusive",November,2018,1929.73
"Atliq Exclusive",November,2018,1973.52
"Atliq Exclusive",November,2018,2116.42
"Atliq Exclusive",November,2018,2776.67
"Atliq Exclusive",November,2018,3087.57
"Atliq Exclusive",November,2018,3157.63
"Atliq Exclusive",November,2018,3386.28
"Atliq Exclusive",November,2018,1868.06
